ustt,utc,lon,lat,height
1700493654,1.6951241984997E+018,54279246,514474531,65571
1700993618,1.6951241989997E+018,54278919,514475523,65560
1701493618,1.6951241994997E+018,54278572,514476511,65528
1701993582,1.6951241999997E+018,54278199,514477491,65565
1702493582,1.6951242004997E+018,54277795,514478468,65552
1702993545,1.6951242009997E+018,54277364,514479437,65595
1703493545,1.6951242014997E+018,54276914,514480400,65585
1703993509,1.69512420199971E+018,54276448,514481356,65541
1704493509,1.69512420249971E+018,54275968,514482304,65494
1704993473,1.69512420299971E+018,54275478,514483246,65349
1705493472,1.69512420349971E+018,54274964,514484185,65322
1705993436,1.69512420399971E+018,54274427,514485120,65367
1706493436,1.69512420449971E+018,54273876,514486049,65338
1706993399,1.69512420499971E+018,54273306,514486978,65246
1707493399,1.69512420549971E+018,54272713,514487900,65222
1707993363,1.69512420599971E+018,54272089,514488817,65264
1708493363,1.69512420649971E+018,54271449,514489724,65228
1708993327,1.69512420699971E+018,54270786,514490625,65236
1709493327,1.69512420749971E+018,54270113,514491515,65256
1709993290,1.69512420799972E+018,54269428,514492397,65301
1710493290,1.69512420849972E+018,54268739,514493270,65349
1710993253,1.69512420899972E+018,54268006,514494116,65379
1711493253,1.69512420949972E+018,54267241,514494957,65475
1711993217,1.69512420999972E+018,54266468,514495802,65411
1712493217,1.69512421049972E+018,54265685,514496641,65426
1712993181,1.69512421099972E+018,54264904,514497459,65466
1713493181,1.69512421149972E+018,54264100,514498273,65470
1713993145,1.69512421199972E+018,54263282,514499076,65461
1714493145,1.69512421249972E+018,54262432,514499872,65510
1714993107,1.69512421299972E+018,54261570,514500661,65490
1715493107,1.69512421349973E+018,54260702,514501443,65419
1715993071,1.69512421399973E+018,54259822,514502216,65359
1716493071,1.69512421449973E+018,54258932,514502973,65367
1716993035,1.69512421499973E+018,54258038,514503717,65353
1717493035,1.69512421549973E+018,54257135,514504454,65432
1717992999,1.69512421599973E+018,54256214,514505180,65455
1718492999,1.69512421649973E+018,54255283,514505896,65428
1718992962,1.69512421699973E+018,54254332,514506604,65412
1719492962,1.69512421749973E+018,54253357,514507300,65384
1719992925,1.69512421799973E+018,54252361,514507985,65387
1720492925,1.69512421849973E+018,54251344,514508661,65356
1720992889,1.69512421899974E+018,54250312,514509333,65327
1721492889,1.69512421949974E+018,54249265,514510003,65309
1721992853,1.69512421999974E+018,54248205,514510670,65299
1722492853,1.69512422049974E+018,54247125,514511335,65284
1722992816,1.69512422099974E+018,54246027,514511992,65257
1723492816,1.69512422149974E+018,54244901,514512644,65228
1723992780,1.69512422199974E+018,54243772,514513293,65235
1724492779,1.69512422249974E+018,54242627,514513936,65212
1724992743,1.69512422299974E+018,54241471,514514574,65187
1725492743,1.69512422349974E+018,54240302,514515204,65195
1725992707,1.69512422399974E+018,54239119,514515829,65202
1726492707,1.69512422449975E+018,54237922,514516445,65186
1726992670,1.69512422499975E+018,54236707,514517051,65184
1727492670,1.69512422549975E+018,54235476,514517649,65190
1727992634,1.69512422599975E+018,54234229,514518238,65224
1728492634,1.69512422649975E+018,54232967,514518819,65224
1728992597,1.69512422699975E+018,54231692,514519393,65226
1729492597,1.69512422749975E+018,54230403,514519960,65237
1729992560,1.69512422799975E+018,54229101,514520517,65239
1730492560,1.69512422849975E+018,54227784,514521065,65272
1730992524,1.69512422899975E+018,54226453,514521603,65291
1731492524,1.69512422949975E+018,54225105,514522128,65304
1731992488,1.69512422999976E+018,54223737,514522641,65315
1732492488,1.69512423049976E+018,54222350,514523142,65314
1732992452,1.69512423099976E+018,54220948,514523633,65281
1733492451,1.69512423149976E+018,54219537,514524117,65260
1733992414,1.69512423199976E+018,54218131,514524585,65245
1734492414,1.69512423249976E+018,54216714,514525049,65257
1734992378,1.69512423299976E+018,54215284,514525512,65262
1735492378,1.69512423349976E+018,54213836,514525979,65288
1735992342,1.69512423399976E+018,54212391,514526442,65302
1736492342,1.69512423449976E+018,54210944,514526904,65372
1736992306,1.69512423499976E+018,54209493,514527371,65437
1737492305,1.69512423549976E+018,54208042,514527847,65475
1737992268,1.69512423599977E+018,54206599,514528329,65548
1738492268,1.69512423649977E+018,54205156,514528815,65608
1738992232,1.69512423699977E+018,54203723,514529308,65628
1739492232,1.69512423749977E+018,54202302,514529806,65598
1739992196,1.69512423799977E+018,54200880,514530309,65725
1740492196,1.69512423849977E+018,54199468,514530817,65786
1740992159,1.69512423899977E+018,54198065,514531328,65831
1741492159,1.69512423949977E+018,54196671,514531845,65835
1741992122,1.69512423999977E+018,54195279,514532368,65855
1742492122,1.69512424049977E+018,54193893,514532893,65865
1742992086,1.69512424099977E+018,54192517,514533424,65844
1743492086,1.69512424149978E+018,54191145,514533962,65851
1743992050,1.69512424199978E+018,54189780,514534509,65846
1744492050,1.69512424249978E+018,54188423,514535062,65831
1744992013,1.69512424299978E+018,54187073,514535622,65824
1745492013,1.69512424349978E+018,54185730,514536189,65810
1745991977,1.69512424399978E+018,54184394,514536762,65788
1746491976,1.69512424449978E+018,54183065,514537342,65761
1746991940,1.69512424499978E+018,54181739,514537925,65727
1747491940,1.69512424549978E+018,54180414,514538511,65717
1747991903,1.69512424599978E+018,54179095,514539101,65712
1748491903,1.69512424649978E+018,54177784,514539697,65658
1748991867,1.69512424699979E+018,54176481,514540301,65601
1749491867,1.69512424749979E+018,54175186,514540911,65596
1749991831,1.69512424799979E+018,54173896,514541524,65589
1750491830,1.69512424849979E+018,54172609,514542140,65582
1750991794,1.69512424899979E+018,54171324,514542758,65591
1751491794,1.69512424949979E+018,54170047,514543379,65608
1751991757,1.69512424999979E+018,54168770,514544003,65454
1752491757,1.69512425049979E+018,54167500,514544629,65446
1752991721,1.69512425099979E+018,54166240,514545259,65415
1753491721,1.69512425149979E+018,54164986,514545892,65395
1753991685,1.69512425199979E+018,54163735,514546526,65369
1754491684,1.6951242524998E+018,54162488,514547164,65375
1754991647,1.6951242529998E+018,54161245,514547808,65398
1755491647,1.6951242534998E+018,54160012,514548460,65386
1755991611,1.6951242539998E+018,54158786,514549120,65401
1756491611,1.6951242544998E+018,54157570,514549789,65407
1756991575,1.6951242549998E+018,54156361,514550464,65432
1757491575,1.6951242554998E+018,54155157,514551145,65446
1757991539,1.6951242559998E+018,54153958,514551832,65447
1758491539,1.6951242564998E+018,54152768,514552523,65420
1758991501,1.6951242569998E+018,54151584,514553217,65415
1759491501,1.6951242574998E+018,54150402,514553913,65429
1759991465,1.6951242579998E+018,54149224,514554609,65415
1760491465,1.69512425849981E+018,54148050,514555309,65383
1760991429,1.69512425899981E+018,54146881,514556014,65387
1761491429,1.69512425949981E+018,54145724,514556726,65406
1761991392,1.69512425999981E+018,54144575,514557444,65380
1762491392,1.69512426049981E+018,54143432,514558165,65352
1762991355,1.69512426099981E+018,54142294,514558886,65347
1763491355,1.69512426149981E+018,54141162,514559607,65345
1763991319,1.69512426199981E+018,54140039,514560331,65330
1764491319,1.69512426249981E+018,54138925,514561058,65328
1764991283,1.69512426299981E+018,54137820,514561788,65300
1765491283,1.69512426349981E+018,54136723,514562521,65286
1765991246,1.69512426399982E+018,54135636,514563258,65288
1766491246,1.69512426449982E+018,54134556,514564001,65247
1766991210,1.69512426499982E+018,54133485,514564746,65207
1767491209,1.69512426549982E+018,54132421,514565493,65168
1767991173,1.69512426599982E+018,54131366,514566243,65152
1768491173,1.69512426649982E+018,54130319,514566997,65108
1768991136,1.69512426699982E+018,54129270,514567749,65100
1769491136,1.69512426749982E+018,54128226,514568504,65074
1769991100,1.69512426799982E+018,54127192,514569258,65067
1770491100,1.69512426849982E+018,54126178,514570026,65017
1770991064,1.69512426899982E+018,54125179,514570803,64977
1771491063,1.69512426949982E+018,54124184,514571588,65014
1771991026,1.69512426999983E+018,54123198,514572372,65040
1772491026,1.69512427049983E+018,54122213,514573158,65071
1772990990,1.69512427099983E+018,54121236,514573943,65095
1773490990,1.69512427149983E+018,54120277,514574735,65126
1773990954,1.69512427199983E+018,54119336,514575531,65098
1774490954,1.69512427249983E+018,54118408,514576332,65094
1774990918,1.69512427299983E+018,54117482,514577130,65037
1775490918,1.69512427349983E+018,54116555,514577928,64920
1775990880,1.69512427399983E+018,54115631,514578727,64856
1776490880,1.69512427449983E+018,54114714,514579528,64793
1776990844,1.69512427499983E+018,54113807,514580333,64750
1777490844,1.69512427549984E+018,54112907,514581137,64761
1777990808,1.69512427599984E+018,54112005,514581940,64734
1778490808,1.69512427649984E+018,54111109,514582744,64711
1778990771,1.69512427699984E+018,54110228,514583553,64781
1779490771,1.69512427749984E+018,54109352,514584367,64751
1779990734,1.69512427799984E+018,54108479,514585185,64683
1780490734,1.69512427849984E+018,54107614,514586006,64642
1780990698,1.69512427899984E+018,54106757,514586831,64652
1781490698,1.69512427949984E+018,54105911,514587659,64611
1781990661,1.69512427999984E+018,54105049,514588484,64596
1782490661,1.69512428049984E+018,54104191,514589316,64556
1782990625,1.69512428099985E+018,54103354,514590161,64532
1783490625,1.69512428149985E+018,54102520,514591008,64487
1783990589,1.69512428199985E+018,54101690,514591859,64435
1784490588,1.69512428249985E+018,54100872,514592716,64483
1784990552,1.69512428299985E+018,54100070,514593573,64399
1785490552,1.69512428349985E+018,54099277,514594435,64413
1785990515,1.69512428399985E+018,54098486,514595310,64513
1786490515,1.69512428449985E+018,54097692,514596196,64468
1786990479,1.69512428499985E+018,54096898,514597095,64329
1787490479,1.69512428549985E+018,54096093,514598018,64272
1787990443,1.69512428599985E+018,54095286,514598943,64308
1788490442,1.69512428649985E+018,54094466,514599856,64250
1788990405,1.69512428699986E+018,54093624,514600823,64144
1789490405,1.69512428749986E+018,54092795,514601827,64078
1789990369,1.69512428799986E+018,54091960,514602839,64161
1790490369,1.69512428849986E+018,54091120,514603874,64089
1790990333,1.69512428899986E+018,54090299,514604934,64178
1791490333,1.69512428949986E+018,54089490,514606004,64284
1791990296,1.69512428999986E+018,54088679,514607071,64254
1792490296,1.69512429049986E+018,54087857,514608175,64290
1792990259,1.69512429099986E+018,54087084,514609259,64189
1793490259,1.69512429149986E+018,54086303,514610322,64180
1793990223,1.69512429199986E+018,54085529,514611400,64075
1794490223,1.69512429249987E+018,54084785,514612502,63960
1794990187,1.69512429299987E+018,54084039,514613608,63960
1795490187,1.69512429349987E+018,54083306,514614717,64025
1795990150,1.69512429399987E+018,54082584,514615820,64001
1796490150,1.69512429449987E+018,54081864,514616927,63973
1796990114,1.69512429499987E+018,54081158,514618040,63952
1797490113,1.69512429549987E+018,54080459,514619158,63961
1797990077,1.69512429599987E+018,54079770,514620282,64003
1798490077,1.69512429649987E+018,54079094,514621410,64064
1798990040,1.69512429699987E+018,54078437,514622544,64090
1799490040,1.69512429749987E+018,54077794,514623685,64096
1799990004,1.69512429799988E+018,54077165,514624838,64095
1800490004,1.69512429849988E+018,54076546,514625995,64071
1800989968,1.69512429899988E+018,54075940,514627149,64127
1801489968,1.69512429949988E+018,54075345,514628301,64105
1801989930,1.69512429999988E+018,54074764,514629454,64108
1802489930,1.69512430049988E+018,54074189,514630605,64183
1802989894,1.69512430099988E+018,54073642,514631761,64267
1803489894,1.69512430149988E+018,54073132,514632925,64282
1803989858,1.69512430199988E+018,54072640,514634094,64311
1804489858,1.69512430249988E+018,54072159,514635269,64318
1804989821,1.69512430299988E+018,54071685,514636447,64285
1805489821,1.69512430349989E+018,54071202,514637627,64308
1805989785,1.69512430399989E+018,54070724,514638808,64162
1806489784,1.69512430449989E+018,54070227,514639992,64188
1806989748,1.69512430499989E+018,54069741,514641175,64113
1807489748,1.69512430549989E+018,54069250,514642361,64192
1807989712,1.69512430599989E+018,54068759,514643544,64197
1808489712,1.69512430649989E+018,54068271,514644726,64292
1808989675,1.69512430699989E+018,54067795,514645909,64367
1809489675,1.69512430749989E+018,54067330,514647092,64482
1809989639,1.69512430799989E+018,54066875,514648275,64611
1810489639,1.69512430849989E+018,54066432,514649457,64768
1810989603,1.6951243089999E+018,54065999,514650637,64917
1811489603,1.6951243094999E+018,54065576,514651815,65069
1811989565,1.6951243099999E+018,54065150,514652990,65257
1812489565,1.6951243104999E+018,54064714,514654158,65444
1812989529,1.6951243109999E+018,54064282,514655324,65668
1813489529,1.6951243114999E+018,54063857,514656485,65826
1813989493,1.6951243119999E+018,54063442,514657643,66097
1814489493,1.6951243124999E+018,54063034,514658807,66343
1814989456,1.6951243129999E+018,54062630,514659977,66556
1815489456,1.6951243134999E+018,54062227,514661152,66768
1815989420,1.6951243139999E+018,54061825,514662332,66942
1816489420,1.69512431449991E+018,54061429,514663520,67131
1816989383,1.69512431499991E+018,54061031,514664716,67317
1817489383,1.69512431549991E+018,54060638,514665916,67546
1817989346,1.69512431599991E+018,54060254,514667122,67701
1818489346,1.69512431649991E+018,54059876,514668336,67817
1818989310,1.69512431699991E+018,54059505,514669557,67879
1819489310,1.69512431749991E+018,54059138,514670782,67995
1819989274,1.69512431799991E+018,54058780,514672011,68077
1820489274,1.69512431849991E+018,54058428,514673242,68153
1820989238,1.69512431899991E+018,54058085,514674472,68139
1821489238,1.69512431949991E+018,54057751,514675698,68123
1821989201,1.69512431999992E+018,54057426,514676922,68051
1822489201,1.69512432049992E+018,54057108,514678144,68078
1822989164,1.69512432099992E+018,54056803,514679366,68028
1823489164,1.69512432149992E+018,54056507,514680581,67981
1823989128,1.69512432199992E+018,54056222,514681792,67955
1824489128,1.69512432249992E+018,54055950,514682996,67881
1824989091,1.69512432299992E+018,54055691,514684194,67873
1825489091,1.69512432349992E+018,54055459,514685387,67926
1825989055,1.69512432399992E+018,54055238,514686577,67825
1826489055,1.69512432449992E+018,54055033,514687765,67753
1826989019,1.69512432499992E+018,54054849,514688954,67659
1827489019,1.69512432549993E+018,54054681,514690147,67473
1827988982,1.69512432599993E+018,54054518,514691341,67318
1828488982,1.69512432649993E+018,54054353,514692530,67069
1828988946,1.69512432699993E+018,54054197,514693726,66891
1829488945,1.69512432749993E+018,54054053,514694924,66664
1829988909,1.69512432799993E+018,54053928,514696123,66441
1830488909,1.69512432849993E+018,54053820,514697328,66362
1830988872,1.69512432899993E+018,54053725,514698533,66226
1831488872,1.69512432949993E+018,54053650,514699741,66027
1831988836,1.69512432999993E+018,54053597,514700950,65862
1832488836,1.69512433049993E+018,54053559,514702162,65602
1832988800,1.69512433099994E+018,54053528,514703375,65344
1833488800,1.69512433149994E+018,54053496,514704588,65114
1833988763,1.69512433199994E+018,54053469,514705801,64860
1834488763,1.69512433249994E+018,54053458,514707014,64657
1834988727,1.69512433299994E+018,54053463,514708225,64460
1835488727,1.69512433349994E+018,54053475,514709432,64264
1835988691,1.69512433399994E+018,54053495,514710631,64132
1836488690,1.69512433449994E+018,54053534,514711824,63914
1836988653,1.69512433499994E+018,54053595,514713011,63720
1837488653,1.69512433549994E+018,54053672,514714192,63580
1837988617,1.69512433599995E+018,54053762,514715367,63387
1838488617,1.69512433649995E+018,54053867,514716533,63255
1838988581,1.69512433699995E+018,54053980,514717691,63166
1839488581,1.69512433749995E+018,54054098,514718841,63033
1839988544,1.69512433799995E+018,54054207,514719985,63095
1840488544,1.69512433849995E+018,54054298,514721119,63192
1840988508,1.69512433899995E+018,54054364,514722250,63486
1841488508,1.69512433949995E+018,54054409,514723374,63747
1841988472,1.69512433999995E+018,54054433,514724494,63956
1842488472,1.69512434049995E+018,54054431,514725612,64109
1842988436,1.69512434099995E+018,54054403,514726730,64164
1843488436,1.69512434149995E+018,54054352,514727847,64242
1843988398,1.69512434199996E+018,54054290,514728963,64392
1844488398,1.69512434249996E+018,54054225,514730079,64551
1844988362,1.69512434299996E+018,54054147,514731194,64697
1845488362,1.69512434349996E+018,54054050,514732310,64893
1845988325,1.69512434399996E+018,54053935,514733424,65122
1846488325,1.69512434449996E+018,54053811,514734539,65339
1846988289,1.69512434499996E+018,54053681,514735657,65567
1847488289,1.69512434549996E+018,54053543,514736777,65789
1847988253,1.69512434599996E+018,54053394,514737898,65982
1848488253,1.69512434649996E+018,54053228,514739018,66126
1848988217,1.69512434699997E+018,54053042,514740136,66299
1849488217,1.69512434749997E+018,54052838,514741251,66471
1849988180,1.69512434799997E+018,54052620,514742361,66578
1850488180,1.69512434849997E+018,54052381,514743469,66705
1850988144,1.69512434899997E+018,54052116,514744575,66828
1851488144,1.69512434949997E+018,54051826,514745681,66932
1851988108,1.69512434999997E+018,54051510,514746784,67006
1852488108,1.69512435049997E+018,54051169,514747883,67074
1852988071,1.69512435099997E+018,54050815,514748980,67158
1853488070,1.69512435149997E+018,54050446,514750072,67221
1853988034,1.69512435199997E+018,54050063,514751156,67258
1854488034,1.69512435249998E+018,54049670,514752229,67223
1854987998,1.69512435299998E+018,54049268,514753292,67182
1855487998,1.69512435349998E+018,54048863,514754346,67133
1855987961,1.69512435399998E+018,54048465,514755393,67128
1856487961,1.69512435449998E+018,54048070,514756432,67105
1856987925,1.69512435499998E+018,54047690,514757464,67175
1857487925,1.69512435549998E+018,54047320,514758487,67152
1857987889,1.69512435599998E+018,54046964,514759504,67119
1858487889,1.69512435649998E+018,54046617,514760516,67060
1858987852,1.69512435699998E+018,54046280,514761522,66981
1859487852,1.69512435749999E+018,54045953,514762521,66921
1859987816,1.69512435799999E+018,54045634,514763512,66860
1860487816,1.69512435849999E+018,54045326,514764500,66827
1860987780,1.69512435899999E+018,54045031,514765483,66799
1861487780,1.69512435949999E+018,54044748,514766464,66746
1861987743,1.69512435999999E+018,54044475,514767444,66666
1862487743,1.69512436049999E+018,54044210,514768422,66589
1862987707,1.69512436099999E+018,54043949,514769404,66528
1863487707,1.69512436149999E+018,54043695,514770388,66538
1863987670,1.69512436199999E+018,54043446,514771376,66443
1864487670,1.6951243625E+018,54043205,514772374,66346
1864987634,1.695124363E+018,54042972,514773380,66228
1865487634,1.6951243635E+018,54042749,514774395,66092
1865987598,1.695124364E+018,54042539,514775416,65948
1866487597,1.6951243645E+018,54042341,514776445,65810
1866987560,1.695124365E+018,54042153,514777479,65703
1867487560,1.6951243655E+018,54041972,514778519,65598
1867987523,1.695124366E+018,54041792,514779565,65497
1868487524,1.6951243665E+018,54041608,514780613,65418
1868987487,1.695124367E+018,54041417,514781665,65319
1869487488,1.69512436750001E+018,54041221,514782725,65258
1869987450,1.69512436800001E+018,54041026,514783795,65153
1870487451,1.69512436850001E+018,54040837,514784873,65026
1870987414,1.69512436900001E+018,54040654,514785960,64833
1871487415,1.69512436950001E+018,54040480,514787054,64610
1871987378,1.69512437000001E+018,54040317,514788153,64393
1872487379,1.69512437050001E+018,54040171,514789256,64234
1872987341,1.69512437100001E+018,54040044,514790365,64141
1873487342,1.69512437150001E+018,54039939,514791475,64095
1873987305,1.69512437200001E+018,54039863,514792586,64008
1874487306,1.69512437250001E+018,54039822,514793699,63951
1874987269,1.69512437300002E+018,54039830,514794812,63913
1875487270,1.69512437350002E+018,54039898,514795924,63867
1875987232,1.69512437400002E+018,54040023,514797035,63815
1876487233,1.69512437450002E+018,54040214,514798144,63798
1876987196,1.69512437500002E+018,54040470,514799246,63750
1877487197,1.69512437550002E+018,54040787,514800343,63746
1877987160,1.69512437600002E+018,54041158,514801437,63688
1878487161,1.69512437650002E+018,54041582,514802528,63658
1878987123,1.69512437700002E+018,54042054,514803618,63659
1879487124,1.69512437750002E+018,54042573,514804708,63642
1879987087,1.69512437800003E+018,54043141,514805796,63660
1880487088,1.69512437850003E+018,54043762,514806882,63669
1880987051,1.69512437900003E+018,54044423,514807963,63735
1881487052,1.69512437950003E+018,54045124,514809040,63801
1881987014,1.69512438000003E+018,54045874,514810110,63883
1882487015,1.69512438050003E+018,54046681,514811167,63928
1882986978,1.69512438100003E+018,54047542,514812213,63929
1883486979,1.69512438150003E+018,54048457,514813245,63946
1883986942,1.69512438200003E+018,54049417,514814266,63994
1884486943,1.69512438250003E+018,54050419,514815272,64058
1884986905,1.69512438300003E+018,54051460,514816264,64128
1885486906,1.69512438350004E+018,54052542,514817240,64228
1885986869,1.69512438400004E+018,54053666,514818197,64387
1886486870,1.69512438450004E+018,54054834,514819133,64566
1886986833,1.69512438500004E+018,54056046,514820045,64762
1887486834,1.69512438550004E+018,54057301,514820934,64868
1887986796,1.69512438600004E+018,54058596,514821796,64983
1888486797,1.69512438650004E+018,54059923,514822636,65082
1888986759,1.69512438700004E+018,54061278,514823456,65167
1889486760,1.69512438750004E+018,54062659,514824252,65403
1889986722,1.69512438800004E+018,54064068,514825024,65573
1890486723,1.69512438850005E+018,54065506,514825771,65801
1890986686,1.69512438900005E+018,54066963,514826497,65927
1891486687,1.69512438950005E+018,54068436,514827205,66092
1891986650,1.69512439000005E+018,54069926,514827892,66259
1892486651,1.69512439050005E+018,54071436,514828552,66437
1892986613,1.69512439100005E+018,54072970,514829182,66624
1893486614,1.69512439150005E+018,54074526,514829781,66807
1893986577,1.69512439200005E+018,54076105,514830346,66937
1894486578,1.69512439250005E+018,54077702,514830872,67125
1894986541,1.69512439300005E+018,54079309,514831364,67304
1895486542,1.69512439350006E+018,54080917,514831826,67469
1895986504,1.69512439400006E+018,54082523,514832262,67604
1896486505,1.69512439450006E+018,54084137,514832671,67728
1896986468,1.69512439500006E+018,54085766,514833055,67888
1897486469,1.69512439550006E+018,54087413,514833420,68047
1897986432,1.69512439600006E+018,54089073,514833767,68207
1898486433,1.69512439650006E+018,54090741,514834108,68390
1898986395,1.69512439700006E+018,54092412,514834449,68594
1899486396,1.69512439750006E+018,54094085,514834788,68784
1899986359,1.69512439800006E+018,54095763,514835123,68995
1900486360,1.69512439850007E+018,54097445,514835456,69199
1900986322,1.69512439900007E+018,54099130,514835793,69342
1901486323,1.69512439950007E+018,54100818,514836136,69474
1901986286,1.69512440000007E+018,54102510,514836484,69594
1902486287,1.69512440050007E+018,54104203,514836840,69722
1902986250,1.69512440100007E+018,54105895,514837204,69810
1903486251,1.69512440150007E+018,54107578,514837572,69879
1903986213,1.69512440200007E+018,54109250,514837938,69966
1904486214,1.69512440250007E+018,54110913,514838298,70052
1904986177,1.69512440300007E+018,54112564,514838646,70123
1905486178,1.69512440350008E+018,54114204,514838985,70185
1905986141,1.69512440400008E+018,54115836,514839318,70237
1906486142,1.69512440450008E+018,54117457,514839646,70237
1906986104,1.69512440500008E+018,54119071,514839970,70225
1907486105,1.69512440550008E+018,54120690,514840294,70230
1907986068,1.69512440600008E+018,54122329,514840627,70304
1908486069,1.69512440650008E+018,54123989,514840967,70379
1908986032,1.69512440700008E+018,54125668,514841317,70422
1909486033,1.69512440750008E+018,54127366,514841679,70492
1909985995,1.69512440800008E+018,54129085,514842052,70524
1910485996,1.69512440850009E+018,54130827,514842437,70466
1910985959,1.69512440900009E+018,54132592,514842839,70488
1911485960,1.69512440950009E+018,54134374,514843260,70474
1911985922,1.69512441000009E+018,54136173,514843698,70423
1912485923,1.69512441050009E+018,54137989,514844145,70363
1912985886,1.69512441100009E+018,54139826,514844593,70287
1913485887,1.69512441150009E+018,54141684,514845041,70203
1913985850,1.69512441200009E+018,54143560,514845489,70078
1914485851,1.69512441250009E+018,54145444,514845942,69960
1914985813,1.69512441300009E+018,54147338,514846411,69886
1915485814,1.6951244135001E+018,54149255,514846888,69619
1915985777,1.6951244140001E+018,54151184,514847377,69528
1916485778,1.6951244145001E+018,54153121,514847875,69362
1916985741,1.6951244150001E+018,54155066,514848380,69220
1917485742,1.6951244155001E+018,54157020,514848893,69008
1917985704,1.6951244160001E+018,54158984,514849413,68738
1918485705,1.6951244165001E+018,54160958,514849943,68403
1918985668,1.6951244170001E+018,54162946,514850485,68273
1919485669,1.6951244175001E+018,54164935,514851040,68075
1919985631,1.6951244180001E+018,54166923,514851608,67895
1920485632,1.69512441850011E+018,54168904,514852175,67627
1920985595,1.69512441900011E+018,54170873,514852754,67388
1921485596,1.69512441950011E+018,54172832,514853338,67166
1921985559,1.69512442000011E+018,54174779,514853930,66974
1922485560,1.69512442050011E+018,54176714,514854531,66777
1922985522,1.69512442100011E+018,54178642,514855139,66646
1923485523,1.69512442150011E+018,54180562,514855748,66566
1923985486,1.69512442200011E+018,54182476,514856352,66412
1924485487,1.69512442250011E+018,54184365,514856955,66264
1924985449,1.69512442300011E+018,54186248,514857561,66099
1925485450,1.69512442350012E+018,54188127,514858178,65983
1925985413,1.69512442400012E+018,54189994,514858807,65866
1926485414,1.69512442450012E+018,54191845,514859443,65837
1926985377,1.69512442500012E+018,54193688,514860086,65803
1927485378,1.69512442550012E+018,54195515,514860739,65742
1927985340,1.69512442600012E+018,54197324,514861401,65806
1928485341,1.69512442650012E+018,54199127,514862070,65714
1928985304,1.69512442700012E+018,54200921,514862735,65687
1929485305,1.69512442750012E+018,54202713,514863394,65604
1929985268,1.69512442800013E+018,54204506,514864056,65482
1930485269,1.69512442850013E+018,54206294,514864723,65397
1930985231,1.69512442900013E+018,54208068,514865388,65390
1931485232,1.69512442950013E+018,54209841,514866052,65334
1931985195,1.69512443000013E+018,54211612,514866712,65366
1932485196,1.69512443050013E+018,54213382,514867369,65394
1932985158,1.69512443100013E+018,54215151,514868022,65395
1933485159,1.69512443150013E+018,54216921,514868676,65402
1933985122,1.69512443200013E+018,54218684,514869337,65412
1934485123,1.69512443250013E+018,54220436,514870011,65444
1934985086,1.69512443300013E+018,54222179,514870696,65472
1935485087,1.69512443350014E+018,54223916,514871386,65452
1935985049,1.69512443400014E+018,54225651,514872073,65450
1936485050,1.69512443450014E+018,54227384,514872755,65499
1936985013,1.69512443500014E+018,54229119,514873433,65574
1937485014,1.69512443550014E+018,54230854,514874105,65649
1937984976,1.69512443600014E+018,54232591,514874767,65716
1938484977,1.69512443650014E+018,54234329,514875420,65774
1938984940,1.69512443700014E+018,54236069,514876064,65860
1939484941,1.69512443750014E+018,54237812,514876699,65919
1939984904,1.69512443800014E+018,54239551,514877326,65969
1940484905,1.69512443850015E+018,54241293,514877947,66046
1940984867,1.69512443900015E+018,54243033,514878564,66174
1941484868,1.69512443950015E+018,54244769,514879181,66307
1941984831,1.69512444000015E+018,54246501,514879797,66444
1942484832,1.69512444050015E+018,54248232,514880411,66631
1942984794,1.69512444100015E+018,54249962,514881021,66795
1943484795,1.69512444150015E+018,54251692,514881627,66992
1943984758,1.69512444200015E+018,54253424,514882227,67146
1944484759,1.69512444250015E+018,54255159,514882818,67275
1944984723,1.69512444300015E+018,54256896,514883403,67417
1945484724,1.69512444350016E+018,54258634,514883983,67582
1945984686,1.69512444400016E+018,54260370,514884558,67724
1946484687,1.69512444450016E+018,54262105,514885125,67866
1946984650,1.69512444500016E+018,54263835,514885690,68012
1947484651,1.69512444550016E+018,54265554,514886256,68153
1947984614,1.69512444600016E+018,54267266,514886819,68256
1948484615,1.69512444650016E+018,54268972,514887378,68251
1948984577,1.69512444700016E+018,54270677,514887938,68304
1949484578,1.69512444750016E+018,54272380,514888500,68300
1949984541,1.69512444800017E+018,54274083,514889077,68434
1950484542,1.69512444850017E+018,54275784,514889655,68522
1950984504,1.69512444900017E+018,54277484,514890235,68597
1951484505,1.69512444950017E+018,54279197,514890808,68593
1951984468,1.69512445000017E+018,54280923,514891370,68642
1952484469,1.69512445050017E+018,54282656,514891919,68682
1952984432,1.69512445100017E+018,54284397,514892465,68649
1953484433,1.69512445150017E+018,54286130,514893014,68671
1953984395,1.69512445200017E+018,54287858,514893566,68689
1954484396,1.69512445250017E+018,54289570,514894128,68690
1954984359,1.69512445300018E+018,54291266,514894700,68704
1955484360,1.69512445350018E+018,54292944,514895287,68718
1955984322,1.69512445400018E+018,54294587,514895884,68688
1956484323,1.69512445450018E+018,54296207,514896474,68619
1956984286,1.69512445500018E+018,54297847,514897044,68585
1957484287,1.69512445550018E+018,54299496,514897683,68555
1957984250,1.69512445600018E+018,54301110,514898330,68578
1958484251,1.69512445650018E+018,54302707,514898992,68438
1958984213,1.69512445700018E+018,54304284,514899661,68330
